,Unnamed: 0,tweet_id,text,likes,airline,string_text,subjectivity,polarity,sentiment,reason
39,116,1336440198591287297,"['flight', 'seattle', 'seattle', 'first', 'delivery', 'united', 'airline']",0,United Airlines,flight seattle seattle first delivery united airline,0.3333333333333333,0.25,Positive,['first']
40,119,1336412184742649862,"['sent', 'required', 'detail', 'direct', 'message', 'good', 'enough', 'looking']",0,United Airlines,sent required detail direct message good enough looking,0.5,0.26666666666666666,Positive,"['direct', 'good']"
41,120,1336407992317644802,"['unitedairlines', 'schedule', 'surprising']",0,United Airlines,unitedairlines schedule surprising,0.5,0.7,Positive,['surprising']
42,121,1336397448353374208,"['unitedairlines', 'unitedairlinesloot', 'united', 'voucher', 'worth', 'cancellation', 'ticket']",0,United Airlines,unitedairlines unitedairlinesloot united voucher worth cancellation ticket,0.1,0.3,Positive,['worth']
43,122,1336395249925705733,"['unitedairlines', 'unitedairlinesloot', 'united', 'voucher', 'worth', 'cancellation', 'ticke']",0,United Airlines,unitedairlines unitedairlinesloot united voucher worth cancellation ticke,0.1,0.3,Positive,['worth']
44,123,1336394808919797764,"['unitedairlines', 'unitedairlinesloot', 'united', 'voucher', 'worth', 'cancellation', 'ticket']",0,United Airlines,unitedairlines unitedairlinesloot united voucher worth cancellation ticket,0.1,0.3,Positive,['worth']
45,124,1336394444304773121,"['unitedairlines', 'unitedairlinesloot', 'united', 'voucher', 'worth', 'cancellation', 'ticket']",0,United Airlines,unitedairlines unitedairlinesloot united voucher worth cancellation ticket,0.1,0.3,Positive,['worth']
46,127,1336369182762541062,"['worst', 'airline', 'everattendants', 'unprofessionalnever', 'worstairlinesunited']",0,United Airlines,worst airline everattendants unprofessionalnever worstairlinesunited,1.0,-1.0,Negative,['worst']
47,130,1336311007191453696,"['messed', 'even', 'asking', 'spread', 'unitedairlines', 'covid', 'pandemic', 'safe']",0,United Airlines,messed even asking spread unitedairlines covid pandemic safe,0.5,0.5,Positive,['safe']
48,131,1336192781988093953,"['follow', 'many', 'flight', 'attendant', 'party', 'vacation', 'hard', 'never', 'damn', 'mask', 'testing']",1,United Airlines,follow many flight attendant party vacation hard never damn mask testing,0.4805555555555556,0.1361111111111111,Positive,"['many', 'attendant', 'hard']"
49,132,1336184224332853249,"['significant', 'change', 'traveling', 'service', 'animal', 'result', 'final', 'rule', 'http']",0,United Airlines,significant change traveling service animal result final rule http,0.9375,0.1875,Positive,['significant']
50,134,1336102372620132353,"['complete', 'unitedairlines', 'experience', 'drink', 'evening']",0,United Airlines,complete unitedairlines experience drink evening,0.4,0.1,Positive,['complete']
51,137,1336066951106334721,"['true', 'special', 'meal', 'sfodel', 'thats', 'hour', 'flight', 'kosher', 'meal']",0,United Airlines,true special meal sfodel thats hour flight kosher meal,0.6107142857142858,0.3535714285714285,Positive,"['true', 'special']"
52,138,1336057933763915781,"['significant', 'change', 'traveling', 'service', 'animal', 'result', 'final', 'rule']",2,United Airlines,significant change traveling service animal result final rule,0.9375,0.1875,Positive,['significant']
53,144,1336031120048140288,"['article', 'little', 'anything', 'united', 'airline', 'continues', 'worse']",0,United Airlines,article little anything united airline continues worse,0.55,-0.29375,Negative,"['little', 'worse']"
54,146,1336005727454777346,"['loving', 'hotchocolate', 'flight', 'detroit', 'denver', 'christmasy', 'unitedairlines']",0,United Airlines,loving hotchocolate flight detroit denver christmasy unitedairlines,0.95,0.6,Positive,['loving']
55,148,1335951194028707841,"['sitting', 'united', 'airline', 'flight', 'safety', 'however', 'front', 'plane', 'empty']",0,United Airlines,sitting united airline flight safety however front plane empty,0.5,-0.1,Negative,['empty']
56,150,1335788575431004163,"['hate', 'unitedairlines']",1,United Airlines,hate unitedairlines,0.9,-0.8,Negative,['hate']
57,153,1335759226518577157,"['tweetoftheday', 'unitedairlines', 'couple', 'boarded', 'plane', 'testing', 'positive', 'covid']",2,United Airlines,tweetoftheday unitedairlines couple boarded plane testing positive covid,0.5454545454545454,0.2272727272727273,Positive,['positive']
58,154,1335661564427464704,"['fashion', 'unitedairlines', 'common', 'retweet']",0,United Airlines,fashion unitedairlines common retweet,0.5,-0.3,Negative,['common']
59,155,1335644688276189184,"['gorgeous', 'morning', 'denver', 'unitedairlines', 'flying', 'unitedexpress']",10,United Airlines,gorgeous morning denver unitedairlines flying unitedexpress,0.9,0.7,Positive,['gorgeous']
60,157,1335578688457486339,"['easy', 'thing', 'getting', 'better', 'airline', 'industry', 'photo', 'like', 'long', 'road']",0,United Airlines,easy thing getting better airline industry photo like long road,0.5777777777777778,0.29444444444444445,Positive,"['easy', 'better', 'long']"
61,162,1335406772727795712,"['sitting', 'united', 'airline', 'flight', 'safety', 'however', 'front', 'plane', 'empty']",2,United Airlines,sitting united airline flight safety however front plane empty,0.5,-0.1,Negative,['empty']
62,166,1335334558686855168,"['plane', 'back', 'crib', 'flight', 'attendant', 'exhausted', 'explain', 'face', 'mask', 'requirement', 'feel', 'unitedairlines']",1,United Airlines,plane back crib flight attendant exhausted explain face mask requirement feel unitedairlines,0.3666666666666667,-0.06666666666666668,Negative,"['attendant', 'exhausted']"
63,170,1335271356070383621,"['photo', 'full', 'flight', 'donotflyunited', 'pandemic', 'pandemictravel', 'healthandsafety', 'weareunited', 'unitedairlines']",1,United Airlines,photo full flight donotflyunited pandemic pandemictravel healthandsafety weareunited unitedairlines,0.55,0.35,Positive,['full']
64,171,1335258706032857093,"['stunning', 'shot', 'unitedairlines', 'avgeeks']",0,United Airlines,stunning shot unitedairlines avgeeks,1.0,0.5,Positive,['stunning']
65,172,1335236037388320783,"['please', 'social', 'distance', 'please', 'stand', 'foot', 'apart', 'next', 'clothes', 'fitting']",0,United Airlines,please social distance please stand foot apart next clothes fitting,0.18888888888888888,0.17777777777777778,Positive,"['social', 'fitting']"
66,175,1335178754478530560,"['interesting', 'marketing', 'strategy', 'communication', 'flying', 'time', 'covid', 'flying', 'unitedairlines']",0,United Airlines,interesting marketing strategy communication flying time covid flying unitedairlines,0.5,0.5,Positive,['interesting']
67,176,1335178682047016960,"['interesting', 'marketing', 'strategy', 'communication', 'flying', 'time', 'covid', 'flying']",0,United Airlines,interesting marketing strategy communication flying time covid flying,0.5,0.5,Positive,['interesting']
68,179,1335020620711604226,"['unitedairlines', 'hawaii', 'couple', 'flew', 'despite', 'positive', 'covid', 'test']",1,United Airlines,unitedairlines hawaii couple flew despite positive covid test,0.5454545454545454,0.2272727272727273,Positive,['positive']
69,182,1334934304250585090,"['please', 'consider', 'donating', 'unitedairlines', 'mile', 'like', 'small', 'beautiful']",2,United Airlines,please consider donating unitedairlines mile like small beautiful,0.7,0.3,Positive,"['small', 'beautiful']"
70,184,1334896257223938054,"['happy', 'friday', 'look', 'beauty', 'around', 'whats', 'directly', 'front', 'beingunited']",0,United Airlines,happy friday look beauty around whats directly front beingunited,0.7,0.45,Positive,"['happy', 'directly']"
71,185,1334889789485682690,"['happy', 'friday', 'look', 'beauty', 'around', 'whats', 'directly', 'front']",52,United Airlines,happy friday look beauty around whats directly front,0.7,0.45,Positive,"['happy', 'directly']"
72,186,1334860574509953025,"['united', 'airline', 'clean', 'cockpit', 'using', 'ultraviolet', 'light', 'unitedairlines', 'travel', 'safety', 'invest', 'auvistock']",1,United Airlines,united airline clean cockpit using ultraviolet light unitedairlines travel safety invest auvistock,0.7,0.38333333333333336,Positive,"['clean', 'light']"
73,187,1334846575840030722,"['live', 'blog', 'airline', 'oasis', 'entertainment', 'energy', 'sector', 'pandemic']",0,United Airlines,live blog airline oasis entertainment energy sector pandemic,0.5,0.13636363636363635,Positive,['live']
74,188,1334845105056968706,"['united', 'airline', 'receive', 'first', 'since', 'grounding', 'boeing', 'unitedairlines']",0,United Airlines,united airline receive first since grounding boeing unitedairlines,0.3333333333333333,0.25,Positive,['first']
75,189,1334835341967036417,"['live', 'blog', 'airline', 'oasis', 'entertainment', 'energy', 'sector', 'pandemic']",0,United Airlines,live blog airline oasis entertainment energy sector pandemic,0.5,0.13636363636363635,Positive,['live']
76,192,1334677647524237316,"['caffreyusa', 'known', 'know', 'originally', 'owned', 'unitedairlines', 'mile', 'decade']",0,United Airlines,caffreyusa known know originally owned unitedairlines mile decade,0.75,0.375,Positive,['originally']
77,194,1334658518054543360,"['unitedairlines', 'traveling', 'united', 'year', 'never', 'really', 'issue', 'last', 'trip', 'taking', 'united']",0,United Airlines,unitedairlines traveling united year never really issue last trip taking united,0.13333333333333333,-0.05,Negative,['really']
78,195,1334649766119137280,"['thing', 'stashstockparty', 'good', 'thing', 'left', 'unitedairlines', 'stock']",7,United Airlines,thing stashstockparty good thing left unitedairlines stock,0.30000000000000004,0.35,Positive,['good']
79,196,1334641658240118784,"['additional', 'training', 'could', 'flightattendant', 'pilot', 'baggagehandlers', 'quickly', 'trained', 'learn']",1,United Airlines,additional training could flightattendant pilot baggagehandlers quickly trained learn,0.5,0.3333333333333333,Positive,['quickly']
80,198,1334598838812897282,"['unitedairlines', 'first', 'receive', 'delivery']",0,United Airlines,unitedairlines first receive delivery,0.3333333333333333,0.25,Positive,['first']
81,199,1334592411998302210,"['golden', 'gate', 'foot', 'heading', 'flying', 'unitedairlines', 'avgeeks', 'avgeek', 'travelphotography']",0,United Airlines,golden gate foot heading flying unitedairlines avgeeks avgeek travelphotography,0.5,0.3,Positive,['golden']
82,200,1334590516822827008,"['golden', 'gate', 'foot', 'heading', 'flying', 'unitedairlines', 'avgeeks', 'avgeek']",2,United Airlines,golden gate foot heading flying unitedairlines avgeeks avgeek,0.5,0.3,Positive,['golden']
83,201,1334551884976164865,"['police', 'couple', 'flew', 'hawaii', 'despite', 'positive', 'virus', 'test', 'wesleymoribe', 'courtneypeterson', 'boarded']",1,United Airlines,police couple flew hawaii despite positive virus test wesleymoribe courtneypeterson boarded,0.5454545454545454,0.2272727272727273,Positive,['positive']
84,202,1334549942472302592,"['unitedairlines', 'responsible', 'allowing', 'couple', 'covid', 'positive', 'board', 'flight', 'knowingly', 'expo']",0,United Airlines,unitedairlines responsible allowing couple covid positive board flight knowingly expo,0.5477272727272727,0.2136363636363636,Positive,"['responsible', 'positive']"
85,203,1334548582758756352,"['unitedairlines', 'busy', 'enough', 'gate', 'handle', 'traffic', 'denver']",0,United Airlines,unitedairlines busy enough gate handle traffic denver,0.4,0.05,Positive,['busy']
86,205,1334537929121783809,"['shall', 'travel', 'first', 'going', 'course', 'family', 'cali', 'vaccine']",0,United Airlines,shall travel first going course family cali vaccine,0.3333333333333333,0.25,Positive,['first']
87,206,1334535059282399243,"['couple', 'tested', 'positive', 'covid', 'arrested', 'boarding', 'flight', 'covid', 'covid', 'sanfrancisco', 'hawaii']",0,United Airlines,couple tested positive covid arrested boarding flight covid covid sanfrancisco hawaii,0.5454545454545454,0.2272727272727273,Positive,['positive']
88,208,1334520741950320642,"['favorite', 'airline', 'check', 'photo', 'instagram', 'link']",0,United Airlines,favorite airline check photo instagram link,1.0,0.5,Positive,['favorite']
89,210,1334517258765410306,"['favorite', 'airline', 'check', 'photo', 'instagram', 'link']",3,United Airlines,favorite airline check photo instagram link,1.0,0.5,Positive,['favorite']
90,211,1334514992775884804,"['else', 'saved', 'money', 'ready', 'going', 'stir', 'crazy', 'year', 'saved', 'vacation', 'time', 'done']",0,United Airlines,else saved money ready going stir crazy year saved vacation time done,0.7,-0.2,Negative,"['ready', 'crazy']"
91,212,1334513767883956227,"['debuted', 'award', 'winning', 'inflight', 'entertainment', 'world', 'extensive', 'suite', 'accessibil']",0,United Airlines,debuted award winning inflight entertainment world extensive suite accessibil,0.5416666666666666,0.25,Positive,['winning']
92,216,1334460014468194305,"['worst', 'hotel', 'ever', 'like', 'mini', 'mogadishu', 'unitedairlines']",0,United Airlines,worst hotel ever like mini mogadishu unitedairlines,1.0,-1.0,Negative,['worst']
93,217,1334286674176643074,"['like', 'united', 'least', 'didnt', 'child', 'overhead', 'theyve', 'probably', 'done']",0,United Airlines,like united least didnt child overhead theyve probably done,0.4,-0.3,Negative,['least']
94,218,1334282930915586057,"['wingwednesday', 'window', 'seat', 'view', 'favorite', 'approach', 'ohare', 'avgeek', 'beingunited', 'unit']",0,United Airlines,wingwednesday window seat view favorite approach ohare avgeek beingunited unit,1.0,0.5,Positive,['favorite']
95,221,1334223594943959040,"['join', 'monday', 'pstest', 'captainlaura', 'facebook', 'live', 'discussing', 'holidaytravel', 'airport', 'health']",0,United Airlines,join monday pstest captainlaura facebook live discussing holidaytravel airport health,0.5,0.13636363636363635,Positive,['live']
96,224,1334183997258297344,"['united', 'airline', 'announced', 'wont', 'restart', 'flight', 'york', 'cape', 'town', 'late']",0,United Airlines,united airline announced wont restart flight york cape town late,0.6,-0.3,Negative,['late']
97,227,1334181180082712576,"['united', 'airline', 'flight', 'attendant', 'polite', 'manner', 'unitedairlines']",2,United Airlines,united airline flight attendant polite manner unitedairlines,0.4,0.2,Positive,['attendant']
98,228,1334165440625577985,"['seen', 'hemisphere', 'magazine', 'united', 'airline', 'best', 'quality', 'sleep', 'deserve', 'sleep']",0,United Airlines,seen hemisphere magazine united airline best quality sleep deserve sleep,0.3,1.0,Positive,['best']
99,229,1334148811292352516,"['wingwednesday', 'window', 'seat', 'view', 'favorite', 'approach', 'ohare', 'avgeek', 'beingunited']",40,United Airlines,wingwednesday window seat view favorite approach ohare avgeek beingunited,1.0,0.5,Positive,['favorite']
100,236,1333890341829799936,"['three', 'different', 'shot', 'sequence', 'featuring', 'special', 'herarthere', 'california', 'livery']",0,United Airlines,three different shot sequence featuring special herarthere california livery,0.5857142857142856,0.17857142857142858,Positive,['special']
101,237,1333874225271201794,"['first', 'class', 'deadhead', 'seniority', 'rule', 'flightattendant', 'flightattendants', 'flightattendantlife']",0,United Airlines,first class deadhead seniority rule flightattendant flightattendants flightattendantlife,0.3333333333333333,0.25,Positive,['first']
102,238,1333856848211038211,"['common', 'open', 'door', 'loss', 'freedom', 'airline', 'unitedairlines']",0,United Airlines,common open door loss freedom airline unitedairlines,0.5,-0.15,Negative,['common']
103,244,1336703932752531456,"['united', 'airline', 'take', 'delivery', 'controversial', 'boeing', 'cleared']",0,United Airlines,united airline take delivery controversial boeing cleared,0.95,0.55,Positive,['controversial']
104,247,1337116017516978178,"['good', 'international', 'airline', 'started', 'operating', 'pakistan', 'pakistanmovingforward']",2,Virgin Atlantic,good international airline started operating pakistan pakistanmovingforward,0.30000000000000004,0.35,Positive,['good']
105,251,1337097854771490817,"['farewell', 'favorite', 'shot', 'taken']",0,Virgin Atlantic,farewell favorite shot taken,1.0,0.5,Positive,['favorite']
106,252,1337081847956824064,"['virgin', 'sell', 'reality', 'dramatic', 'opening', 'suggests', 'order', 'raise', 'cash', 'airlin']",0,Virgin Atlantic,virgin sell reality dramatic opening suggests order raise cash airlin,0.6,-0.4333333333333333,Negative,['dramatic']
107,253,1337073308035141633,"['virgin', 'sell', 'reality', 'dramatic', 'opening', 'suggests', 'order', 'raise', 'cash']",1,Virgin Atlantic,virgin sell reality dramatic opening suggests order raise cash,0.6,-0.4333333333333333,Negative,['dramatic']
108,255,1336969992693297157,"['wondering', 'special', 'queen', 'farewell', 'virginatlantic']",0,Virgin Atlantic,wondering special queen farewell virginatlantic,0.5714285714285714,0.35714285714285715,Positive,['special']
109,256,1336927559557271552,"['gvros', 'literally', 'minute', 'sister', 'landed', 'sent', 'wonderful', 'photo', 'thank', 'letting']",0,Virgin Atlantic,gvros literally minute sister landed sent wonderful photo thank letting,1.0,1.0,Positive,['wonderful']
110,257,1336908525499506689,"['discus', 'travel', 'plan', 'handle', 'flight', 'booking', 'professional', 'level']",0,Virgin Atlantic,discus travel plan handle flight booking professional level,0.1,0.1,Positive,['professional']
111,258,1336903741862277120,"['gvros', 'sent', 'wonderful', 'picture', 'sister', 'falcon', 'timely', 'departs', 'last']",0,Virgin Atlantic,gvros sent wonderful picture sister falcon timely departs last,0.5333333333333333,0.5,Positive,['wonderful']
112,259,1336870992187015169,"['dead', 'others', 'hurt', 'west', 'virginia', 'chemical', 'facility', 'explosion', 'unclekjblog', 'virginatlantic', 'usaelections']",0,Virgin Atlantic,dead others hurt west virginia chemical facility explosion unclekjblog virginatlantic usaelections,0.4,-0.2,Negative,['dead']
113,260,1336843646071693313,"['literally', 'minute', 'sister', 'landed', 'sent', 'wonderful', 'photo', 'thank']",61,Virgin Atlantic,literally minute sister landed sent wonderful photo thank,1.0,1.0,Positive,['wonderful']
114,263,1336774357276831748,"['anyone', 'make', 'pretty', 'woman', 'experience', 'heathrow', 'take']",1,Virgin Atlantic,anyone make pretty woman experience heathrow take,1.0,0.25,Positive,['pretty']
115,264,1336756336412004356,"['anyone', 'ever', 'flown', 'economydelight', 'worth', 'money', 'feeling']",0,Virgin Atlantic,anyone ever flown economydelight worth money feeling,0.1,0.3,Positive,['worth']
116,265,1336747313847554054,"['wondering', 'special', 'queen', 'farewell', 'virginatlantic']",53,Virgin Atlantic,wondering special queen farewell virginatlantic,0.5714285714285714,0.35714285714285715,Positive,['special']
117,266,1336683489433935881,"['contest', 'bias', 'since', 'make', 'sure', 'andraro', 'paint', 'look', 'amazing', 'team', 'virginatlantic']",0,Virgin Atlantic,contest bias since make sure andraro paint look amazing team virginatlantic,0.8944444444444444,0.55,Positive,"['sure', 'amazing']"
118,268,1336667048924114945,"['live', 'final', 'farewell', 'gvlip', 'join', 'watch', 'live']",0,Virgin Atlantic,live final farewell gvlip join watch live,0.6666666666666666,0.0909090909090909,Positive,"['live', 'live']"
119,269,1336659867231260672,"['virginatlantic', 'resumed', 'flight', 'manchester', 'barbados', 'first', 'time', 'since', 'march', 'allowing']",1,Virgin Atlantic,virginatlantic resumed flight manchester barbados first time since march allowing,0.3333333333333333,0.25,Positive,['first']
120,271,1336649487511654400,"['live', 'final', 'farewell', 'gvlip', 'join', 'watch', 'live']",28,Virgin Atlantic,live final farewell gvlip join watch live,0.6666666666666666,0.0909090909090909,Positive,"['live', 'live']"
